Upregulated
Ensembl_g_id	Ensembl_t_id	Ensembl_p_id	Gene_symbol	Symbol	Description	Fold	PPEE	case control expected_counts	
ENSRNOG00000059010	ENSRNOT00000085898	ENSRNOP00000070745	RNF212	Rnf212	ring finger protein 212 [Source:MGI Symbol;Acc:MGI:3645767]	1.294015545	0.993848092	8	6
ENSRNOG00000061247	ENSRNOT00000089364	ENSRNOP00000072022	CCDC67	Ccdc67	Deuterosome protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q5U3Z6]	1.294015545	0.993848092	8	6
ENSRNOG00000033652	ENSRNOT00000043491	ENSRNOP00000049626	RGD1564370	RGD1564370	similar to 60S ribosomal protein L7a [Source:RGD Symbol;Acc:1564370]	1.408542745	0.993864158	3.37	2.32
ENSRNOG00000008942	ENSRNOT00000011832	ENSRNOP00000011832	RGD1304963	RGD1304963	similar to hypothetical protein MGC38716 [Source:RGD Symbol;Acc:1304963]	1.213460777	0.993869601	20	16
ENSRNOG00000009528	ENSRNOT00000012690	ENSRNOP00000012690	SDCBP2	Sdcbp2	syndecan binding protein (syntenin) 2 [Source:RGD Symbol;Acc:1307709]	1.213460777	0.993869601	20	16
ENSRNOG00000016763	ENSRNOT00000082836	ENSRNOP00000069871	FGFR4	Fgfr4	fibroblast growth factor receptor 4 [Source:RGD Symbol;Acc:2612]	1.213460777	0.993869601	20	16
ENSRNOG00000028344	ENSRNOT00000031400	ENSRNOP00000035334	MMP11	Mmp11	matrix metallopeptidase 11 [Source:RGD Symbol;Acc:3099]	1.558606845	0.993870494	1.9	1.18
ENSRNOG00000058903	ENSRNOT00000084585	-	AABR07015112.1	AABR07015112.1	-	1.226352282	0.993882881	16.12	12.76
ENSRNOG00000011548	ENSRNOT00000016568	ENSRNOP00000016568	EBF2	Ebf2	early B-cell factor 2 [Source:RGD Symbol;Acc:1310805]	1.235446644	0.993890454	14	11
ENSRNOG00000015668	ENSRNOT00000020982	ENSRNOP00000020982	CCL19	Ccl19	chemokine (C-C motif) ligand 19 [Source:RGD Symbol;Acc:1310336]	1.235446644	0.993890454	14	11
ENSRNOG00000026502	ENSRNOT00000036399	ENSRNOP00000038101	DSCC1	Dscc1	DNA replication and sister chromatid cohesion 1 [Source:RGD Symbol;Acc:1561749]	1.235446644	0.993890454	14	11
ENSRNOG00000046155	ENSRNOT00000075271	ENSRNOP00000066835	LOC498675	LOC498675	hypothetical LOC498675 [Source:RGD Symbol;Acc:1589651]	1.235446644	0.993890454	14	11
ENSRNOG00000050796	ENSRNOT00000072930	ENSRNOP00000067754	AABR07026893.1	AABR07026893.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0RDP8]	1.235446644	0.993890454	14	11
ENSRNOG00000051691	ENSRNOT00000084275	ENSRNOP00000072036	GJD3	Gjd3	Protein Gjd3; RCG63494  [Source:UniProtKB/TrEMBL;Acc:E9PTP3]	1.235446644	0.993890454	14	11
ENSRNOG00000056212	ENSRNOT00000082283	ENSRNOP00000073852	FLT3L	Flt3l	FMS-like tyrosine kinase 3 ligand [Source:MGI Symbol;Acc:MGI:95560]	1.235446644	0.993890454	14	11
ENSRNOG00000009193	ENSRNOT00000012308	ENSRNOP00000012308	LCTL	Lctl	lactase-like [Source:RGD Symbol;Acc:1305177]	1.567226485	0.993931146	1.62	1
ENSRNOG00000031027	ENSRNOT00000049593	ENSRNOP00000059963	LOC100912421	LOC100912421	olfactory receptor 2D2-like [Source:RGD Symbol;Acc:6486897]	1.923547603	0.993939931	1	0.5
ENSRNOG00000047863	ENSRNOT00000075554	ENSRNOP00000066297	AABR07055356.1	AABR07055356.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0R9W5]	1.923547603	0.993939931	1	0.5
ENSRNOG00000049892	ENSRNOT00000073394	ENSRNOP00000065345	AABR07062266.1	AABR07062266.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0R9W5]	1.923547603	0.993939931	1	0.5
ENSRNOG00000053134	ENSRNOT00000075009	-	AABR07012012.1	AABR07012012.1	-	1.923547603	0.993939931	1	0.5
ENSRNOG00000057199	ENSRNOT00000084932	ENSRNOP00000069782	OLR856	Olr856	olfactory receptor 856 [Source:EntrezGene;Acc:313546]	1.923547603	0.993939931	1	0.5
ENSRNOG00000042918	ENSRNOT00000066856	ENSRNOP00000062062	RGD1304770	RGD1304770	similar to Na+ dependent glucose transporter 1 [Source:RGD Symbol;Acc:1304770]	1.208006116	0.993941135	18.84	15.14
ENSRNOG00000048460	ENSRNOT00000073887	-	AC129054.1	AC129054.1	-	1.2873966	0.993970726	5.97	4.5
ENSRNOG00000000597	ENSRNOT00000000735	ENSRNOP00000000735	WISP3	Wisp3	WNT1 inducible signaling pathway protein 3 [Source:RGD Symbol;Acc:1564120]	1.276805949	0.993981384	6.46	4.91
ENSRNOG00000017944	ENSRNOT00000024129	ENSRNOP00000024129	TBX10	Tbx10	T-box 10 [Source:RGD Symbol;Acc:1584144]	1.247917325	0.99399103	9	7
ENSRNOG00000022178	ENSRNOT00000089524	ENSRNOP00000070479	DCDC5	Dcdc5	doublecortin domain containing 5 [Source:RGD Symbol;Acc:1562221]	1.247917325	0.99399103	9	7
ENSRNOG00000023434	ENSRNOT00000039564	ENSRNOP00000036144	LRTOMT	Lrtomt	leucine rich transmembrane and O-methyltransferase domain containing [Source:RGD Symbol;Acc:1561509]	1.247917325	0.99399103	9	7
ENSRNOG00000028248	ENSRNOT00000033486	ENSRNOP00000038113	LCA5L	Lca5l	Leber congenital amaurosis 5-like [Source:RGD Symbol;Acc:1562512]	1.247917325	0.99399103	9	7
ENSRNOG00000039048	ENSRNOT00000002799	ENSRNOP00000002799	CD200R1	Cd200r1	CD200 receptor 1 [Source:RGD Symbol;Acc:61837]	1.247917325	0.99399103	9	7
ENSRNOG00000043131	ENSRNOT00000068043	ENSRNOP00000060115	LOC100360095	LOC100360095	urinary protein 1-like [Source:RGD Symbol;Acc:2322852]	1.247917325	0.99399103	9	7
ENSRNOG00000047860	ENSRNOT00000073930	ENSRNOP00000065588	PLIN5	Plin5	perilipin 5 [Source:RGD Symbol;Acc:1589602]	1.247917325	0.99399103	9	7
ENSRNOG00000051085	ENSRNOT00000077046	-	RN60_2_1764.2	Rn60_2_1764.2	-	1.247917325	0.99399103	9	7
ENSRNOG00000054920	ENSRNOT00000090933	-	AABR07032135.1	AABR07032135.1	-	1.247917325	0.99399103	9	7
ENSRNOG00000058902	ENSRNOT00000082278	-	AABR07072264.3	AABR07072264.3	-	1.247917325	0.99399103	9	7
ENSRNOG00000031681	ENSRNOT00000040315	ENSRNOP00000044767	AABR07026539.1	AABR07026539.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:D3ZV62]	1.213416995	0.99399605	15	12
ENSRNOG00000043023	ENSRNOT00000068105	ENSRNOP00000058804	MSMP	Msmp	microseminoprotein, prostate associated [Source:RGD Symbol;Acc:2323536]	1.213416995	0.99399605	15	12
ENSRNOG00000058436	ENSRNOT00000089298	ENSRNOP00000070152	AABR07001899.1	AABR07001899.1	-	1.290294833	0.994006407	5	3.76
ENSRNOG00000021345	ENSRNOT00000059468	ENSRNOP00000056223	TIMD2	Timd2	T-cell immunoglobulin and mucin domain containing 2 [Source:RGD Symbol;Acc:1359571]	1.22774401	0.994017812	11.08	8.76
ENSRNOG00000060927	ENSRNOT00000090394	-	AABR07057683.1	AABR07057683.1	-	1.299985592	0.994029848	4.02	3
ENSRNOG00000051560	ENSRNOT00000086712	-	AABR07016865.1	AABR07016865.1	-	1.292524647	0.994039822	4.13	3.1
ENSRNOG00000002429	ENSRNOT00000003296	ENSRNOP00000003296	ZCCHC5	Zcchc5	zinc finger, CCHC domain containing 5 [Source:MGI Symbol;Acc:MGI:2685221]	1.293534289	0.994043555	4	3
ENSRNOG00000002904	ENSRNOT00000003946	ENSRNOP00000003946	ARR3	Arr3	arrestin 3, retinal (X-arrestin) [Source:RGD Symbol;Acc:621385]	1.293534289	0.994043555	4	3
ENSRNOG00000004649	ENSRNOT00000006308	ENSRNOP00000006308	IL1B	Il1b	interleukin 1 beta [Source:RGD Symbol;Acc:2891]	1.293534289	0.994043555	4	3
ENSRNOG00000007354	ENSRNOT00000009874	ENSRNOP00000009874	TRPA1	Trpa1	transient receptor potential cation channel, subfamily A, member 1 [Source:RGD Symbol;Acc:1303284]	1.293534289	0.994043555	4	3
ENSRNOG00000009334	ENSRNOT00000012454	ENSRNOP00000012454	KNSTRN	Knstrn	kinetochore-localized astrin/SPAG5 binding protein [Source:RGD Symbol;Acc:1303240]	1.293534289	0.994043555	4	3
ENSRNOG00000009589	ENSRNOT00000012726	ENSRNOP00000012726	ANGPTL7	Angptl7	angiopoietin-like 7 [Source:RGD Symbol;Acc:2322945]	1.293534289	0.994043555	4	3
ENSRNOG00000011207	ENSRNOT00000015818	ENSRNOP00000015818	GH1	Gh1	growth hormone 1 [Source:RGD Symbol;Acc:2686]	1.293534289	0.994043555	4	3
ENSRNOG00000011446	ENSRNOT00000015888	ENSRNOP00000015888	VILL	Vill	villin-like [Source:RGD Symbol;Acc:1304843]	1.293534289	0.994043555	4	3
ENSRNOG00000014039	ENSRNOT00000018767	ENSRNOP00000018767	SUCNR1	Sucnr1	succinate receptor 1 [Source:RGD Symbol;Acc:1303193]	1.293534289	0.994043555	4	3
ENSRNOG00000014721	ENSRNOT00000019806	ENSRNOP00000019806	AHRR	Ahrr	aryl-hydrocarbon receptor repressor [Source:RGD Symbol;Acc:1559857]	1.293534289	0.994043555	4	3
ENSRNOG00000017710	ENSRNOT00000023814	-	AC139642.1	AC139642.1	-	1.293534289	0.994043555	4	3
ENSRNOG00000018613	ENSRNOT00000061503	ENSRNOP00000058221	CRIP3	Crip3	cysteine-rich protein 3 [Source:RGD Symbol;Acc:1565018]	1.293534289	0.994043555	4	3
ENSRNOG00000020998	ENSRNOT00000028498	ENSRNOP00000028498	OOSP1	Oosp1	oocyte secreted protein 1 [Source:RGD Symbol;Acc:1590944]	1.293534289	0.994043555	4	3
ENSRNOG00000024560	ENSRNOT00000039549	ENSRNOP00000029551	NPAP60	Npap60	nuclear pore associated protein [Source:RGD Symbol;Acc:3191]	1.293534289	0.994043555	4	3
ENSRNOG00000026702	ENSRNOT00000007588	ENSRNOP00000007588	AMICA1	Amica1	adhesion molecule, interacts with CXADR antigen 1 [Source:RGD Symbol;Acc:1562572]	1.293534289	0.994043555	4	3
ENSRNOG00000028120	ENSRNOT00000035482	-	AABR07011698.1	AABR07011698.1	-	1.293534289	0.994043555	4	3
ENSRNOG00000032000	ENSRNOT00000046585	ENSRNOP00000042929	LOC688981	LOC688981	similar to 60S ribosomal protein L26 (Silica-induced gene 20 protein) (SIG-20) [Source:RGD Symbol;Acc:1582926]	1.293534289	0.994043555	4	3
ENSRNOG00000033434	ENSRNOT00000010243	ENSRNOP00000010244	CASP12	Casp12	caspase 12 [Source:RGD Symbol;Acc:621758]	1.293534289	0.994043555	4	3
ENSRNOG00000036819	ENSRNOT00000055248	ENSRNOP00000052123	HSPB9	Hspb9	heat shock protein, alpha-crystallin-related, B9 [Source:RGD Symbol;Acc:1309122]	1.293534289	0.994043555	4	3
ENSRNOG00000046720	ENSRNOT00000075622	-	RN60_16_0001.1	Rn60_16_0001.1	-	1.293534289	0.994043555	4	3
ENSRNOG00000047123	ENSRNOT00000074035	ENSRNOP00000065528	TSTD1	Tstd1	thiosulfate sulfurtransferase (rhodanese)-like domain containing 1 [Source:RGD Symbol;Acc:2323815]	1.293534289	0.994043555	4	3
ENSRNOG00000047413	ENSRNOT00000072138	ENSRNOP00000066296	SPERT	Spert	spermatid associated [Source:RGD Symbol;Acc:1561044]	1.293534289	0.994043555	4	3
ENSRNOG00000048876	ENSRNOT00000071940	ENSRNOP00000065806	DCDC2B	Dcdc2b	doublecortin domain containing 2B [Source:RGD Symbol;Acc:1583476]	1.293534289	0.994043555	4	3
ENSRNOG00000049583	ENSRNOT00000071781	ENSRNOP00000065986	AABR07017733.1	AABR07017733.1	Protein LOC498507  [Source:UniProtKB/TrEMBL;Acc:M0R926]	1.293534289	0.994043555	4	3
ENSRNOG00000052757	ENSRNOT00000077735	-	AABR07049695.3	AABR07049695.3	-	1.293534289	0.994043555	4	3
ENSRNOG00000054991	ENSRNOT00000083606	-	AABR07026281.1	AABR07026281.1	-	1.293534289	0.994043555	4	3
ENSRNOG00000058141	ENSRNOT00000080120	-	AABR07007391.1	AABR07007391.1	-	1.293534289	0.994043555	4	3
ENSRNOG00000060338	ENSRNOT00000091858	ENSRNOP00000070550	LIPC	Lipc	Hepatic triacylglycerol lipase; Lipase, hepatic; Lipase, hepatic, isoform CRA_a  [Source:UniProtKB/TrEMBL;Acc:Q5M895]	1.293534289	0.994043555	4	3
ENSRNOG00000060355	ENSRNOT00000091688	ENSRNOP00000074300	HIST1H1B	Hist1h1b	histone cluster 1, H1b [Source:RGD Symbol;Acc:1590638]	1.293534289	0.994043555	4	3
ENSRNOG00000061863	ENSRNOT00000081345	ENSRNOP00000070024	HIST1H1T	Hist1h1t	histone cluster 1, H1t [Source:RGD Symbol;Acc:2778]	1.293534289	0.994043555	4	3
ENSRNOG00000061917	ENSRNOT00000081499	-	AABR07042840.1	AABR07042840.1	-	1.293534289	0.994043555	4	3
ENSRNOG00000056723	ENSRNOT00000091304	-	AABR07050498.1	AABR07050498.1	-	1.290308637	0.994050302	3.99	3
ENSRNOG00000033097	ENSRNOT00000044795	ENSRNOP00000047761	AGBL4	Agbl4	ATP/GTP binding protein-like 4 [Source:RGD Symbol;Acc:1564161]	41.3985004	0.994057666	0.41	0
ENSRNOG00000052697	ENSRNOT00000091627	-	7SK	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	1.451858387	0.994061633	1.5	1
ENSRNOG00000055219	ENSRNOT00000089621	-	7SK	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	1.451858387	0.994061633	1.5	1
ENSRNOG00000058996	ENSRNOT00000084265	-	AABR07017626.1	AABR07017626.1	-	1.414037272	0.994067268	1.65	1.13
ENSRNOG00000025648	ENSRNOT00000034289	ENSRNOP00000036519	DHRS7L1	Dhrs7l1	dehydrogenase/reductase (SDR family) member 7-like 1 [Source:RGD Symbol;Acc:1308036]	1.201222822	0.994067821	15.01	12.13
ENSRNOG00000058862	ENSRNOT00000083718	-	AABR07051308.1	AABR07051308.1	-	1.296159292	0.99409122	2.86	2.14
ENSRNOG00000055742	ENSRNOT00000082227	ENSRNOP00000073022	RGD1566225	RGD1566225	similar to RIKEN cDNA 1700001F22 [Source:RGD Symbol;Acc:1566225]	1.537730927	0.994096876	1.13	0.71
ENSRNOG00000051121	ENSRNOT00000077051	-	RN60_5_0814.8	Rn60_5_0814.8	-	1.222892931	0.994096979	8.58	6.81
ENSRNOG00000060534	ENSRNOT00000078404	ENSRNOP00000070545	RGD1560585	RGD1560585	similar to RIKEN cDNA 1700001F22 [Source:RGD Symbol;Acc:1560585]	40.41317113	0.994097528	0.4	0
ENSRNOG00000012031	ENSRNOT00000079929	-	ST8SIA2	St8sia2	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2 [Source:RGD Symbol;Acc:621843]	1.213329483	0.994104848	10	8
ENSRNOG00000015465	ENSRNOT00000020780	ENSRNOP00000020780	CEP72	Cep72	centrosomal protein 72 [Source:RGD Symbol;Acc:1566336]	1.213329483	0.994104848	10	8
ENSRNOG00000021093	ENSRNOT00000028635	ENSRNOP00000028635	SYNGR4	Syngr4	synaptogyrin 4 [Source:RGD Symbol;Acc:1307737]	1.213329483	0.994104848	10	8
ENSRNOG00000024201	ENSRNOT00000059806	ENSRNOP00000056552	FER1L5	Fer1l5	fer-1-like family member 5 [Source:RGD Symbol;Acc:1583681]	1.213329483	0.994104848	10	8
ENSRNOG00000027480	ENSRNOT00000067503	ENSRNOP00000063208	TMEM116	Tmem116	transmembrane protein 116 [Source:RGD Symbol;Acc:1596066]	1.213329483	0.994104848	10	8
ENSRNOG00000042961	ENSRNOT00000065581	ENSRNOP00000061507	ORMDL1	Ormdl1	ORMDL sphingolipid biosynthesis regulator 1 [Source:RGD Symbol;Acc:2300146]	1.213329483	0.994104848	10	8
ENSRNOG00000061530	ENSRNOT00000090665	ENSRNOP00000071308	FGF16	Fgf16	fibroblast growth factor 16 [Source:RGD Symbol;Acc:71052]	1.213329483	0.994104848	10	8
ENSRNOG00000046855	ENSRNOT00000073828	ENSRNOP00000064075	LOC100912293	LOC100912293	uncharacterized LOC100912293 [Source:RGD Symbol;Acc:6487593]	1.263630048	0.99411078	3.66	2.81
ENSRNOG00000049881	ENSRNOT00000048256	ENSRNOP00000047529	LOC100365136	LOC100365136	rCG43589-like [Source:RGD Symbol;Acc:2319638]	1.263630048	0.99411078	3.66	2.81
ENSRNOG00000059515	ENSRNOT00000088835	-	AABR07048966.1	AABR07048966.1	-	1.394174337	0.994117823	1.44	1
ENSRNOG00000049261	ENSRNOT00000074204	ENSRNOP00000067252	AVPR1B	Avpr1b	arginine vasopressin receptor 1B [Source:RGD Symbol;Acc:61886]	1.582192255	0.994120544	1	0.61
ENSRNOG00000024837	ENSRNOT00000034670	ENSRNOP00000029743	TPTE2	Tpte2	transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 [Source:RGD Symbol;Acc:1305825]	1.206763624	0.994173592	7	5.63
ENSRNOG00000005115	ENSRNOT00000006964	ENSRNOP00000006964	ASF1B	Asf1b	anti-silencing function 1B histone chaperone [Source:RGD Symbol;Acc:1304918]	1.213067379	0.994179886	5	4
ENSRNOG00000006104	ENSRNOT00000083264	ENSRNOP00000074396	TG	Tg	thyroglobulin [Source:RGD Symbol;Acc:3848]	1.213067379	0.994179886	5	4
ENSRNOG00000008986	ENSRNOT00000087940	ENSRNOP00000074783	DIAPH3	Diaph3	diaphanous-related formin 3 [Source:RGD Symbol;Acc:1593287]	1.213067379	0.994179886	5	4
ENSRNOG00000010451	ENSRNOT00000014060	ENSRNOP00000014060	SLC34A3	Slc34a3	solute carrier family 34 (type II sodium/phosphate cotransporter), member 3 [Source:RGD Symbol;Acc:708551]	1.213067379	0.994179886	5	4
ENSRNOG00000011144	ENSRNOT00000064603	ENSRNOP00000061473	RHO	Rho	rhodopsin [Source:RGD Symbol;Acc:3573]	1.213067379	0.994179886	5	4
ENSRNOG00000015677	ENSRNOT00000021036	ENSRNOP00000021036	LOC100909857	LOC100909857	cytidine deaminase-like [Source:RGD Symbol;Acc:6501229]	1.213067379	0.994179886	5	4
ENSRNOG00000024390	ENSRNOT00000035591	ENSRNOP00000032548	OSM	Osm	oncostatin M [Source:RGD Symbol;Acc:1585012]	1.213067379	0.994179886	5	4
ENSRNOG00000037814	ENSRNOT00000057433	ENSRNOP00000054242	CXCL17	Cxcl17	chemokine (C-X-C motif) ligand 17 [Source:RGD Symbol;Acc:1304717]	1.213067379	0.994179886	5	4
ENSRNOG00000048232	ENSRNOT00000089207	-	OLR1748	Olr1748	olfactory receptor 1748 [Source:RGD Symbol;Acc:1333395]	1.213067379	0.994179886	5	4
ENSRNOG00000048741	ENSRNOT00000075792	ENSRNOP00000066056	LOC690288	LOC690288	similar to Dynein heavy chain at 16F CG7092-PA [Source:RGD Symbol;Acc:1582826]	1.213067379	0.994179886	5	4
ENSRNOG00000050672	ENSRNOT00000074788	ENSRNOP00000067387	SYNA	Syna	syncytin a [Source:RGD Symbol;Acc:1563240]	1.213067379	0.994179886	5	4
ENSRNOG00000050701	ENSRNOT00000072289	-	AABR07007385.1	AABR07007385.1	-	1.213067379	0.994179886	5	4
ENSRNOG00000051912	ENSRNOT00000078547	ENSRNOP00000069395	ACNAT2	Acnat2	acyl-coenzyme A amino acid N-acyltransferase 2 [Source:RGD Symbol;Acc:1359532]	1.213067379	0.994179886	5	4
ENSRNOG00000052826	ENSRNOT00000077203	-	7SK	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	1.213067379	0.994179886	5	4
ENSRNOG00000054936	ENSRNOT00000091453	-	AABR07045400.1	AABR07045400.1	-	1.213067379	0.994179886	5	4
ENSRNOG00000057561	ENSRNOT00000086762	-	AABR07001444.1	AABR07001444.1	-	1.213067379	0.994179886	5	4
ENSRNOG00000060041	ENSRNOT00000081418	-	AABR07002677.2	AABR07002677.2	-	1.213067379	0.994179886	5	4
ENSRNOG00000049331	ENSRNOT00000072303	ENSRNOP00000066310	RGD1559588	RGD1559588	similar to cell surface receptor FDFACT [Source:RGD Symbol;Acc:1559588]	1.201086033	0.994203734	5	4.04
ENSRNOG00000040189	ENSRNOT00000061851	-	AABR07041725.1	AABR07041725.1	-	1.348911439	0.994235835	0.99	0.71
ENSRNOG00000047140	ENSRNOT00000072080	-	AABR07008890.1	AABR07008890.1	-	1.348911439	0.994235835	0.99	0.71
ENSRNOG00000047336	ENSRNOT00000075132	-	AABR07067246.1	AABR07067246.1	-	1.348911439	0.994235835	0.99	0.71
ENSRNOG00000048492	ENSRNOT00000070931	-	AABR07017197.1	AABR07017197.1	-	1.348911439	0.994235835	0.99	0.71
ENSRNOG00000049217	ENSRNOT00000051988	-	AABR07046699.1	AABR07046699.1	-	1.348911439	0.994235835	0.99	0.71
ENSRNOG00000050528	ENSRNOT00000072472	-	AABR07071161.1	AABR07071161.1	-	1.348911439	0.994235835	0.99	0.71
ENSRNOG00000008814	ENSRNOT00000011656	-	AABR07018970.1	AABR07018970.1	-	1.201894173	0.994258426	1.24	1
ENSRNOG00000030925	ENSRNOT00000048929	ENSRNOP00000067474	TGIF2-PS1	Tgif2-ps1	TGFB-induced factor homeobox 2, pseudogene 1 [Source:RGD Symbol;Acc:1596717]	35.48652474	0.994292898	0.35	0
ENSRNOG00000046447	ENSRNOT00000065985	ENSRNOP00000059463	MFN2	Mfn2	mitofusin 2 [Source:RGD Symbol;Acc:628843]	27.60389051	0.994592233	0.27	0
ENSRNOG00000049674	ENSRNOT00000047230	ENSRNOP00000046148	LOC689664	LOC689664	hypothetical protein LOC689664 [Source:RGD Symbol;Acc:1589914]	26.61856123	0.994628538	0.26	0
ENSRNOG00000034128	ENSRNOT00000043351	ENSRNOP00000039847	RGD1560917	RGD1560917	similar to mitochondrial ribosomal protein L41 [Source:RGD Symbol;Acc:1560917]	22.67724412	0.994771354	0.22	0
ENSRNOG00000046393	ENSRNOT00000048726	ENSRNOP00000042031	FAU	Fau	Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed [Source:RGD Symbol;Acc:61938]	18.73592701	0.994910402	0.18	0
ENSRNOG00000047365	ENSRNOT00000039337	ENSRNOP00000034657	LOC687780	LOC687780	similar to Finkel-Biskis-Reilly murine sarcoma virusubiquitously expressed [Source:RGD Symbol;Acc:1597505]	18.73592701	0.994910402	0.18	0
ENSRNOG00000032666	ENSRNOT00000048772	-	AABR07042915.1	AABR07042915.1	-	12.82395134	0.995112123	0.12	0
ENSRNOG00000033358	ENSRNOT00000051671	ENSRNOP00000050097	LOC100910565	LOC100910565	CD177 antigen-like [Source:RGD Symbol;Acc:6498026]	12.82395134	0.995112123	0.12	0
ENSRNOG00000046993	ENSRNOT00000072640	-	AABR07051374.1	AABR07051374.1	-	12.82395134	0.995112123	0.12	0
ENSRNOG00000048415	ENSRNOT00000075294	-	AABR07048957.1	AABR07048957.1	-	12.82395134	0.995112123	0.12	0
ENSRNOG00000047720	ENSRNOT00000073468	ENSRNOP00000066567	LOC100910235	LOC100910235	sulfotransferase 1C1-like [Source:RGD Symbol;Acc:6499500]	7.897304947	0.995274147	0.07	0
ENSRNOG00000047642	ENSRNOT00000073625	ENSRNOP00000065618	AABR07051426.1	AABR07051426.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0R828]	4.941317113	0.995368791	0.04	0
ENSRNOG00000002419	ENSRNOT00000003283	ENSRNOP00000003283	PLP1	Plp1	proteolipid protein 1 [Source:RGD Symbol;Acc:3354]	1.209305712	0.995826743	51064	40996
ENSRNOG00000020263	ENSRNOT00000027497	ENSRNOP00000027497	ATP1A3	Atp1a3	ATPase, Na+/K+ transporting, alpha 3 polypeptide [Source:RGD Symbol;Acc:2169]	1.200507872	0.997652336	75126.2	60756
Downregulated
Ensembl_g_id	Ensembl_t_id	Ensembl_p_id	Gene_symbol	Symbol	Description	Fold	PPEE	case control expected_counts	
ENSRNOG00000016275	ENSRNOT00000022113	ENSRNOP00000022113	TTR	Ttr	transthyretin [Source:RGD Symbol;Acc:3916]	-81.68504805	0	648	51391
ENSRNOG00000008428	ENSRNOT00000083419	ENSRNOP00000074235	DRD2	Drd2	dopamine receptor D2 [Source:RGD Symbol;Acc:2520]	-3.57393757	6.12E-08	34	118
ENSRNOG00000023337	ENSRNOT00000034692	ENSRNOP00000036472	SEMA3A	Sema3a	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A [Source:RGD Symbol;Acc:3657]	-4.784211438	2.69E-07	17	79
ENSRNOG00000000640	ENSRNOT00000000792	ENSRNOP00000000792	EGR2	Egr2	early growth response 2 [Source:RGD Symbol;Acc:621608]	-3.207074304	3.12E-06	35	109
ENSRNOG00000008943	ENSRNOT00000011892	ENSRNOP00000011892	PENK	Penk	proenkephalin [Source:RGD Symbol;Acc:68946]	-1.581501463	0.002795893	409	628
ENSRNOG00000018835	ENSRNOT00000025718	ENSRNOP00000025718	NOTCH2	Notch2	notch 2 [Source:RGD Symbol;Acc:3188]	-1.453209307	0.011619589	1139	1607
ENSRNOG00000007374	ENSRNOT00000052333	ENSRNOP00000048764	TAC1	Tac1	tachykinin, precursor 1 [Source:RGD Symbol;Acc:3807]	-1.700532334	0.872958627	43	71
ENSRNOG00000002922	ENSRNOT00000003966	ENSRNOP00000003966	ADORA2B	Adora2b	adenosine A2B receptor [Source:RGD Symbol;Acc:2050]	-1.227518431	0.987180292	146	174
ENSRNOG00000055049	ENSRNOT00000079115	ENSRNOP00000073203	ALDH1A2	Aldh1a2	Retinal dehydrogenase 2  [Source:UniProtKB/Swiss-Prot;Acc:Q63639]	-1.219978325	0.990040899	103	122
ENSRNOG00000025012	ENSRNOT00000034283	ENSRNOP00000036251	CHAT	Chat	choline O-acetyltransferase [Source:RGD Symbol;Acc:1304627]	-1.646687368	0.991881999	5	8
ENSRNOG00000000010	ENSRNOT00000000011	ENSRNOP00000000011	CBLN1	Cbln1	cerebellin 1 precursor [Source:RGD Symbol;Acc:1562813]	-6.036234553	0	72	422
ENSRNOG00000026953	ENSRNOT00000037068	ENSRNOP00000038233	GPR88	Gpr88	G-protein coupled receptor 88 [Source:RGD Symbol;Acc:61921]	-2.793217287	0	243	659
ENSRNOG00000028708	ENSRNOT00000082073	ENSRNOP00000072865	NTSR1	Ntsr1	neurotensin receptor 1 [Source:RGD Symbol;Acc:1306076]	-4.632366822	1.85E-05	14	63
ENSRNOG00000001092	ENSRNOT00000001449	ENSRNOP00000001449	KL	Kl	Klotho [Source:RGD Symbol;Acc:620396]	-115.6321773	0	26	2920
ENSRNOG00000001195	ENSRNOT00000001586	ENSRNOP00000001586	TRPV4	Trpv4	transient receptor potential cation channel, subfamily V, member 4 [Source:RGD Symbol;Acc:69337]	-37.75923363	0	4	147
